pt1_X,pt1_Y,pt1_Z,,,,,,,,,,,,
42.887919,30.070781,7.680702,46.219915,33.037772,7.609949,48.733851,33.795183,9.708285,46.574766,34.770016,7.430008,44.747511,38.949784,6.209662
43.087892,29.988400,7.781689,46.290243,33.057534,7.861323,48.736671,33.820310,9.682914,46.610091,34.883379,7.407717,44.903072,39.040469,5.998540
43.165225,29.800771,7.801875,46.285070,33.235979,7.892160,48.705222,33.871764,9.746158,46.572441,34.994933,7.537911,45.353985,39.193877,6.174185
43.475030,29.452013,7.890476,46.232279,33.025716,7.877530,48.678467,33.924979,9.808129,46.712837,35.013003,7.741148,45.655671,39.176022,6.048097
44.036648,29.005839,8.069457,46.240009,33.134140,8.176533,48.634093,33.964122,9.864950,46.744518,35.222195,7.703240,46.237231,39.488412,6.095347
44.826669,28.547722,7.957223,46.361229,33.004202,8.316229,48.606957,34.015496,9.920940,46.785807,35.169228,7.756461,47.049819,39.510951,6.107902
45.724003,28.375071,8.243891,46.440330,33.140678,8.393186,48.592425,34.057765,9.962825,46.689104,35.217115,7.687625,48.300635,39.165653,6.347756
46.781166,28.332455,8.265792,46.401589,33.156935,8.369417,48.581618,34.093771,9.998905,46.809390,35.156471,7.831731,49.061904,38.826126,6.524456
47.684450,28.369032,8.025447,46.593297,33.019096,8.322341,48.554130,34.158070,10.067775,46.889575,35.129775,7.879284,49.905027,38.203776,6.725830
48.281169,28.852497,8.486085,46.576789,32.969763,8.496334,48.536163,34.201627,10.115624,46.883910,35.262011,8.230075,50.536387,37.686354,6.842077
48.587403,29.036671,8.369021,46.593945,32.946078,8.525929,48.512247,34.251073,10.172950,46.807932,35.284576,8.187945,50.750542,37.308187,6.909459
48.629710,29.182524,8.272480,46.574816,32.898043,8.565890,48.493591,34.316780,10.246704,46.861120,35.170659,8.122325,50.161645,37.580507,7.164216
48.338583,29.025231,8.302581,46.636301,32.964390,8.648845,48.477678,34.363965,10.301062,46.859892,35.187406,8.165463,50.304860,37.951699,6.908861
47.552192,28.891301,8.367921,46.728379,33.139623,8.754925,48.461474,34.413412,10.362583,46.956561,35.180664,8.088785,49.680338,38.365420,6.488753
46.450015,28.824202,8.971698,46.741611,33.233025,8.681573,48.443079,34.459380,10.417628,46.934939,35.031382,8.083397,48.719724,39.285613,6.706792
45.056349,28.717139,9.195847,46.428134,33.258980,8.730514,48.426948,34.497990,10.470362,46.783860,35.207614,8.123153,47.308693,39.703732,6.803337
