pt1_X,pt1_Y,pt1_Z,pt2_X,pt2_Y,pt2_Z,pt3_X,pt3_Y,pt3_Z,pt4_X,pt4_Y,pt4_Z,pt5_X,pt5_Y,pt5_Z
48.810486,25.235048,18.072277,46.930991,23.892931,14.301381,44.899534,25.057868,14.687535,45.724969,24.393198,12.230388,42.583818,26.216790,10.105993
49.886915,22.046834,17.115623,46.953027,23.782723,14.178602,44.825340,24.994382,14.781028,45.718719,24.262005,12.334330,42.721606,24.281423,9.186818
49.524858,20.250696,16.318566,46.974437,23.715179,14.258279,44.789665,24.904812,14.905016,46.356701,24.240815,12.163455,43.246641,22.759757,9.356636
48.569636,19.134391,14.459054,46.824753,23.251161,14.625971,44.762571,24.872715,14.984760,46.405812,24.267832,12.272105,44.028632,21.141341,10.082859
47.310551,18.748648,13.358079,46.980269,23.501612,14.544590,44.781148,24.818352,15.119350,46.229503,24.298984,12.466640,44.673287,20.452845,10.914128
47.420263,19.204708,13.192408,47.027535,23.380604,14.540060,44.722595,24.824002,15.225930,46.292611,24.123503,12.573623,44.860977,20.156019,11.541362
47.974987,19.363170,13.636565,47.077343,23.421875,14.512757,44.688753,24.776794,15.353187,46.036552,23.964678,12.578449,44.666066,20.537188,10.864696
49.070078,19.548818,14.019614,46.890295,23.382098,14.645929,44.640086,24.705805,15.457178,45.773710,24.071301,13.000462,44.262363,21.354336,10.105998
49.886130,20.006366,15.098348,46.961747,23.449782,14.928029,44.626244,24.680934,15.560387,45.686537,23.855676,12.866848,43.381400,22.638225,9.764680
50.399906,21.479908,16.557217,46.848422,23.400318,14.985404,44.606212,24.593776,15.654406,45.575542,23.892895,13.295715,42.656754,25.260955,10.391735
50.492542,23.265357,17.708502,46.808882,23.369219,15.009524,44.547039,24.553157,15.711510,45.718878,23.782832,13.198155,42.592237,26.859264,11.815325
49.804717,24.499747,18.461667,46.921936,23.171311,15.237455,44.634636,24.307704,16.149376,45.507928,23.903620,13.354580,42.807634,27.383038,13.486591
