time(s),trig_fname18,10,11,12,13,14,15,16,17,18,trig_fname29,0.5 5.8_fname20,1.5 5.8_fname21,off off_fname22,0.5 30_fname25,0.5 55_fname27,0.5 15_fname28,0.5 off_fname29,trig_fname34,1_lpm_fname30,1.5_lpm_fname31,0.5_lpm_fname32,2_lpm_fname33,0lpm_fname34
18.6,0.032,0.0009066667,0.016568,-0.0024506667,-0.0024506667,0.001864,0.0013706667,-0.00024,0.0053173333,-0.001464,0.0312,-0.0312066667,-0.02318,0.0127933333,-0.0333666667,-0.0145533333,-0.0209266667,-0.01976,0.032,0.014384,0.012904,0.00034,0.0091,0.0308133333
18.62,0.0312,0.0008986667,0.016656,-0.0025226667,-0.0025226667,0.001984,0.0014826667,-0.000088,0.0052853333,-0.001552,0.0312,-0.0312666667,-0.02316,0.0128733333,-0.0334066667,-0.0145533333,-0.0209866667,-0.01982,0.0312,0.01426,0.012896,0.000376,0.009256,0.0307533333
18.64,0.032,0.0009626667,0.016568,-0.0026026667,-0.0026026667,0.001936,0.0015786667,-0.000048,0.0051973333,-0.00164,0.0312,-0.0312666667,-0.0231,0.0129333333,-0.0334666667,-0.0145933333,-0.0210866667,-0.01994,0.032,0.014176,0.01284,0.0004,0.009452,0.0307333333
18.66,0.032,0.0008106667,0.016488,-0.0027066667,-0.0027066667,0.002064,0.0015546667,-0.00016,0.0050613333,-0.001544,0.032,-0.0313266667,-0.0231,0.0129933333,-0.0335266667,-0.0146533333,-0.0210866667,-0.0201,0.032,0.014192,0.012812,0.000432,0.009612,0.0306933333
18.68,0.032,0.0007546667,0.016424,-0.0026986667,-0.0026986667,0.001968,0.0015306667,-0.00024,0.0048373333,-0.001496,0.032,-0.0313466667,-0.02302,0.0130533333,-0.0335666667,-0.0146733333,-0.0211266667,-0.02016,0.032,0.014204,0.01274,0.000488,0.009804,0.0307133333
18.7,0.032,0.0007226667,0.016424,-0.0026346667,-0.0026346667,0.002096,0.0015226667,-0.000256,0.0048373333,-0.001472,0.032,-0.0313866667,-0.02298,0.0131133333,-0.0335866667,-0.0146733333,-0.0211866667,-0.02018,0.032,0.014224,0.012684,0.00052,0.01002,0.0306933333
18.72,0.0312,0.0008026667,0.016352,-0.0025226667,-0.0025226667,0.002016,0.0014186667,-0.000352,0.0048293333,-0.0014,0.0312,-0.0314866667,-0.02294,0.0131533333,-0.0336266667,-0.0147133333,-0.0211666667,-0.02026,0.032,0.014148,0.012648,0.00056,0.010188,0.0306533333
18.74,0.0312,0.0008426667,0.016176,-0.0025066667,-0.0025066667,0.001912,0.0013546667,-0.000496,0.0048053333,-0.001488,0.032,-0.0315266667,-0.02288,0.0132133333,-0.0336866667,-0.0147533333,-0.0212866667,-0.02032,0.032,0.014128,0.01262,0.000592,0.010332,0.0306333333
18.76,0.0312,0.0009546667,0.016168,-0.0024186667,-0.0024186667,0.00184,0.0011626667,-0.000552,0.0048853333,-0.00156,0.0312,-0.0316066667,-0.02284,0.0132933333,-0.0337266667,-0.0147533333,-0.0213466667,-0.02042,0.032,0.014108,0.012612,0.000648,0.010536,0.0306133333
18.78,0.032,0.0009066667,0.01616,-0.0024186667,-0.0024186667,0.001872,0.0010026667,-0.000752,0.0050133333,-0.001592,0.032,-0.0316866667,-0.02282,0.0133533333,-0.0337666667,-0.0147533333,-0.0213866667,-0.02048,0.032,0.01406,0.012612,0.000732,0.010728,0.0305733333
18.8,0.032,0.0008746667,0.016128,-0.0025146667,-0.0025146667,0.001792,0.0009306667,-0.000808,0.0049973333,-0.0016,0.032,-0.0316866667,-0.0228,0.0134333333,-0.0337866667,-0.0147933333,-0.0214066667,-0.02048,0.0312,0.014044,0.012616,0.0008,0.010936,0.0305533333
18.82,0.032,0.0008506667,0.016208,-0.0026266667,-0.0026266667,0.001872,0.0009386667,-0.00084,0.0049333333,-0.001616,0.032,-0.0317666667,-0.02278,0.0134533333,-0.0338266667,-0.0148133333,-0.0214266667,-0.02054,0.032,0.014096,0.012612,0.000848,0.011116,0.0305333333
18.84,0.0312,0.0007386667,0.016128,-0.0027466667,-0.0027466667,0.001872,0.0010586667,-0.000904,0.0048773333,-0.00164,0.032,-0.0317466667,-0.02274,0.0135333333,-0.0338666667,-0.0148333333,-0.0214666667,-0.02058,0.0328,0.014076,0.012604,0.000896,0.01132,0.0305533333
18.86,0.032,0.0007706667,0.016072,-0.0028106667,-0.0028106667,0.001888,0.0011786667,-0.000896,0.0048853333,-0.001656,0.032,-0.0317866667,-0.0227,0.0136133333,-0.0339266667,-0.0148733333,-0.0214866667,-0.02066,0.0312,0.014056,0.012532,0.00098,0.011484,0.0305533333
18.88,0.032,0.0007146667,0.015944,-0.0027546667,-0.0027546667,0.00192,0.0012266667,-0.000952,0.0047493333,-0.001752,0.0312,-0.0318466667,-0.02264,0.0137133333,-0.0339666667,-0.0149133333,-0.0215266667,-0.02072,0.032,0.014036,0.012464,0.001028,0.011676,0.0305733333
18.9,0.032,0.0007386667,0.01588,-0.0027706667,-0.0027706667,0.001728,0.0012746667,-0.000888,0.0047173333,-0.00164,0.0312,-0.0318866667,-0.0226,0.0137933333,-0.0340266667,-0.0149333333,-0.0215866667,-0.02082,0.032,0.013996,0.012464,0.00106,0.011912,0.0305733333
18.92,0.0328,0.0005626667,0.015768,-0.0026026667,-0.0026026667,0.00184,0.0012826667,-0.000912,0.0048293333,-0.00168,0.032,-0.0319866667,-0.02256,0.0138533333,-0.0340466667,-0.0149933333,-0.0215866667,-0.0209,0.032,0.013936,0.012468,0.001152,0.012112,0.0305733333
18.94,0.032,0.0006266667,0.015688,-0.0025306667,-0.0025306667,0.001792,0.0014186667,-0.001112,0.0048453333,-0.001768,0.032,-0.0320466667,-0.02252,0.0139333333,-0.0341066667,-0.0150133333,-0.0216266667,-0.02096,0.032,0.013904,0.012468,0.001228,0.01232,0.0305533333
18.96,0.032,0.0006506667,0.015776,-0.0024026667,-0.0024026667,0.001688,0.0014186667,-0.001104,0.0047093333,-0.001784,0.032,-0.0321066667,-0.02248,0.0139933333,-0.0341466667,-0.0150333333,-0.0216466667,-0.02102,0.032,0.013924,0.012424,0.001324,0.012536,0.0305333333
18.98,0.0312,0.0006346667,0.015624,-0.0024266667,-0.0024266667,0.001544,0.0015386667,-0.001136,0.0047653333,-0.00184,0.0312,-0.0321866667,-0.02246,0.0140933333,-0.0341866667,-0.0150533333,-0.0216666667,-0.0211,0.032,0.01396,0.012376,0.0014,0.01278,0.0305133333
19,0.0312,0.0006746667,0.015728,-0.0023386667,-0.0023386667,0.001584,0.0015306667,-0.001184,0.0047813333,-0.00176,0.0312,-0.0322066667,-0.02244,0.0141933333,-0.0342466667,-0.0150533333,-0.0217066667,-0.02116,0.0312,0.013912,0.01236,0.001476,0.013,0.0304933333
19.02,0.032,0.0006026667,0.015736,-0.0023066667,-0.0023066667,0.001504,0.0014506667,-0.001208,0.0046533333,-0.001704,0.032,-0.0322866667,-0.0224,0.0142733333,-0.0342466667,-0.0150733333,-0.0217266667,-0.02122,0.032,0.013948,0.012284,0.001532,0.013184,0.0304533333
19.04,0.032,0.0005866667,0.015688,-0.0024186667,-0.0024186667,0.001496,0.0013546667,-0.001328,0.0047653333,-0.001776,0.032,-0.0323266667,-0.02234,0.0143533333,-0.0342866667,-0.0151133333,-0.0217666667,-0.02124,0.032,0.013928,0.01228,0.001652,0.013384,0.0304333333
19.06,0.032,0.0005546667,0.015704,-0.0024586667,-0.0024586667,0.001624,0.0011386667,-0.001176,0.0047333333,-0.0018,0.032,-0.0323666667,-0.0223,0.0144133333,-0.0343266667,-0.0151133333,-0.0218066667,-0.02134,0.032,0.013876,0.012248,0.001724,0.013564,0.0304133333
19.08,0.032,0.0006106667,0.015496,-0.0024746667,-0.0024746667,0.001744,0.0010426667,-0.001224,0.0046533333,-0.00188,0.0312,-0.0324466667,-0.02222,0.0144733333,-0.0343466667,-0.0150933333,-0.0218066667,-0.02138,0.032,0.013836,0.01222,0.001824,0.013748,0.0304133333
19.1,0.032,0.0005786667,0.015496,-0.0024026667,-0.0024026667,0.001792,0.0010586667,-0.001184,0.0045893333,-0.001928,0.0312,-0.0325266667,-0.02216,0.0145333333,-0.0343666667,-0.0151133333,-0.0218266667,-0.02144,0.0312,0.013904,0.012156,0.0019,0.013944,0.0303933333
19.12,0.032,0.0007386667,0.015528,-0.0024186667,-0.0024186667,0.001896,0.0010586667,-0.001224,0.0044293333,-0.001824,0.0312,-0.0325666667,-0.02214,0.0145933333,-0.0343666667,-0.0151533333,-0.0218866667,-0.0215,0.0312,0.013852,0.012144,0.001988,0.014088,0.0303933333
19.14,0.032,0.0005946667,0.01544,-0.0024986667,-0.0024986667,0.002016,0.0010506667,-0.00112,0.0043173333,-0.001664,0.0312,-0.0325666667,-0.02208,0.0146733333,-0.0344066667,-0.0151933333,-0.0219266667,-0.02154,0.032,0.013832,0.012084,0.002088,0.014224,0.0303533333
19.16,0.0328,0.0007386667,0.0154,-0.0024986667,-0.0024986667,0.002016,0.0010506667,-0.001064,0.0042533333,-0.001584,0.0328,-0.0326066667,-0.02202,0.0147533333,-0.0344266667,-0.0151933333,-0.0219666667,-0.02162,0.032,0.013812,0.01208,0.002176,0.014416,0.0303333333
19.18,0.032,0.0008426667,0.015368,-0.0025546667,-0.0025546667,0.002064,0.0009786667,-0.001,0.0041733333,-0.001432,0.0328,-0.0326666667,-0.02196,0.0148133333,-0.0344466667,-0.0151733333,-0.0219866667,-0.02168,0.032,0.013792,0.012064,0.002272,0.014628,0.0302933333
19.2,0.032,0.0007466667,0.015416,-0.0027066667,-0.0027066667,0.002112,0.0010426667,-0.001024,0.0041093333,-0.001512,0.032,-0.0327266667,-0.02188,0.0148733333,-0.0344866667,-0.0151933333,-0.0220066667,-0.02176,0.0328,0.013816,0.012052,0.002364,0.01482,0.0302733333
19.22,0.032,0.0007226667,0.015472,-0.0027706667,-0.0027706667,0.002064,0.0009866667,-0.000992,0.0039413333,-0.001464,0.032,-0.0328066667,-0.02182,0.0149333333,-0.0345266667,-0.0152333333,-0.0220866667,-0.0218,0.032,0.013824,0.012032,0.002428,0.015,0.0302333333
19.24,0.0312,0.0006026667,0.015352,-0.0028586667,-0.0028586667,0.002112,0.0009466667,-0.001024,0.0039013333,-0.001528,0.032,-0.0328066667,-0.02172,0.0149533333,-0.0345466667,-0.0152533333,-0.0221066667,-0.02184,0.0312,0.013832,0.012004,0.002524,0.01516,0.0301733333
19.26,0.032,0.0004986667,0.0154,-0.0027226667,-0.0027226667,0.002056,0.0009146667,-0.001136,0.0038853333,-0.001576,0.032,-0.0328666667,-0.02168,0.0150533333,-0.0345666667,-0.0152533333,-0.0221266667,-0.02186,0.032,0.013832,0.011984,0.002636,0.015312,0.0301533333
19.28,0.032,0.0005146667,0.015288,-0.0028506667,-0.0028506667,0.002088,0.0009626667,-0.001008,0.0038933333,-0.00168,0.032,-0.0328866667,-0.0217,0.0151333333,-0.0345866667,-0.0152933333,-0.0220866667,-0.02192,0.032,0.013868,0.011964,0.002736,0.015444,0.0301133333
19.3,0.032,0.0004906667,0.01516,-0.0029146667,-0.0029146667,0.001992,0.0011066667,-0.00108,0.0037493333,-0.001856,0.0328,-0.0329266667,-0.02168,0.0151933333,-0.0346266667,-0.0152733333,-0.0221466667,-0.022,0.0328,0.013812,0.011944,0.002824,0.015632,0.0301133333
19.32,0.032,0.0005466667,0.015072,-0.0030266667,-0.0030266667,0.001944,0.0010586667,-0.001056,0.0036933333,-0.001968,0.032,-0.0330066667,-0.0216,0.0152533333,-0.0346866667,-0.0152533333,-0.0221866667,-0.02206,0.032,0.013836,0.011924,0.0029,0.015772,0.0300933333
19.34,0.0312,0.0005466667,0.01504,-0.0030506667,-0.0030506667,0.001776,0.0010346667,-0.001048,0.0036373333,-0.00208,0.0312,-0.0330466667,-0.02156,0.0153133333,-0.0347266667,-0.0152333333,-0.0222266667,-0.02208,0.032,0.01386,0.011892,0.003008,0.0159,0.0300733333
19.36,0.0312,0.0005226667,0.014944,-0.0031786667,-0.0031786667,0.001648,0.0009306667,-0.001048,0.0036293333,-0.002104,0.0312,-0.0330866667,-0.0215,0.0153333333,-0.0347666667,-0.0152133333,-0.0222666667,-0.02218,0.0312,0.013888,0.011864,0.003128,0.016044,0.0300733333
19.38,0.032,0.0004906667,0.014856,-0.0032026667,-0.0032026667,0.001544,0.0008186667,-0.001032,0.0037493333,-0.002096,0.0312,-0.0330466667,-0.02148,0.0153533333,-0.0347666667,-0.0151933333,-0.0222866667,-0.02228,0.032,0.013908,0.01182,0.00324,0.016184,0.0300333333
19.4,0.032,0.0006426667,0.014824,-0.0031386667,-0.0031386667,0.001472,0.0006986667,-0.001136,0.0035733333,-0.002048,0.032,-0.0331066667,-0.0214,0.0154333333,-0.0347666667,-0.0151933333,-0.0223266667,-0.0224,0.0328,0.01396,0.011764,0.003356,0.016292,0.0300333333
19.42,0.032,0.0006666667,0.014832,-0.0030506667,-0.0030506667,0.001552,0.0007466667,-0.0012,0.0035413333,-0.002032,0.032,-0.0331066667,-0.0214,0.0154933333,-0.0348266667,-0.0152133333,-0.0223066667,-0.02246,0.0328,0.013896,0.011728,0.003468,0.016408,0.0300333333
19.44,0.032,0.0006586667,0.014664,-0.0031386667,-0.0031386667,0.001456,0.0006106667,-0.001176,0.0033973333,-0.002208,0.032,-0.0331266667,-0.02134,0.0155133333,-0.0348666667,-0.0152133333,-0.0223266667,-0.02254,0.032,0.01382,0.011696,0.00356,0.016524,0.0300133333
19.46,0.032,0.0006106667,0.014792,-0.0031466667,-0.0031466667,0.001328,0.0005786667,-0.001208,0.0033493333,-0.002224,0.0312,-0.0331866667,-0.02132,0.0155333333,-0.0348866667,-0.0152533333,-0.0223266667,-0.02262,0.032,0.013812,0.011676,0.00368,0.016648,0.0299733333
19.48,0.0312,0.0007066667,0.014728,-0.0032426667,-0.0032426667,0.001168,0.0004186667,-0.001208,0.0032693333,-0.002168,0.0312,-0.0332866667,-0.02126,0.0155333333,-0.0348666667,-0.0152733333,-0.0223866667,-0.02266,0.032,0.013808,0.011624,0.003764,0.01674,0.0299733333
19.5,0.032,0.0008026667,0.014608,-0.0033066667,-0.0033066667,0.001152,0.0003626667,-0.001312,0.0031733333,-0.002232,0.0312,-0.0333466667,-0.0212,0.0155733333,-0.0349066667,-0.0152733333,-0.0224266667,-0.02266,0.0312,0.013776,0.011576,0.003864,0.016872,0.0299533333
19.52,0.032,0.0008106667,0.014536,-0.0032986667,-0.0032986667,0.001296,0.0004266667,-0.001248,0.0031733333,-0.00212,0.032,-0.0333666667,-0.02114,0.0155933333,-0.0348866667,-0.0152733333,-0.0224466667,-0.02268,0.032,0.013716,0.011528,0.003928,0.01696,0.0299533333
19.54,0.032,0.0007466667,0.01456,-0.0034186667,-0.0034186667,0.001304,0.0004426667,-0.001376,0.0032293333,-0.002112,0.0328,-0.0333266667,-0.0211,0.0156133333,-0.0349066667,-0.0152933333,-0.0224866667,-0.02276,0.032,0.013656,0.01146,0.004068,0.01706,0.0299533333
19.56,0.0312,0.0005706667,0.014528,-0.0033546667,-0.0033546667,0.001264,0.0003306667,-0.001256,0.0033093333,-0.00224,0.032,-0.0333466667,-0.02106,0.0156333333,-0.0349466667,-0.0153133333,-0.0224866667,-0.0228,0.032,0.01362,0.01142,0.004156,0.017184,0.0299133333
19.58,0.032,0.0004986667,0.01448,-0.0033386667,-0.0033386667,0.001392,0.0004106667,-0.001248,0.0032133333,-0.00236,0.0312,-0.0333866667,-0.02106,0.0156533333,-0.0349666667,-0.0152933333,-0.0225466667,-0.02288,0.0312,0.013572,0.0114,0.004248,0.017272,0.0298933333
19.6,0.032,0.0005386667,0.014264,-0.0033066667,-0.0033066667,0.00128,0.0006026667,-0.001248,0.0032133333,-0.00236,0.0312,-0.0334466667,-0.02096,0.0156733333,-0.0350066667,-0.0152933333,-0.0225066667,-0.02292,0.032,0.013508,0.01136,0.004344,0.0174,0.0298533333
19.62,0.032,0.0006426667,0.014288,-0.0031706667,-0.0031706667,0.001176,0.0005386667,-0.001088,0.0032293333,-0.002448,0.0312,-0.0334466667,-0.02094,0.0156533333,-0.0350266667,-0.0153133333,-0.0225266667,-0.02294,0.032,0.013448,0.011332,0.004448,0.01746,0.0298133333
19.64,0.032,0.0006026667,0.014296,-0.0031866667,-0.0031866667,0.001088,0.0005386667,-0.001096,0.0033253333,-0.00252,0.032,-0.0335066667,-0.02092,0.0156733333,-0.0350466667,-0.0153133333,-0.0225466667,-0.023,0.032,0.013368,0.011336,0.00454,0.01756,0.0297933333
19.66,0.032,0.0005946667,0.01436,-0.0032266667,-0.0032266667,0.001056,0.0004986667,-0.001112,0.0033253333,-0.002512,0.032,-0.0335666667,-0.02086,0.0156933333,-0.0350466667,-0.0152933333,-0.0225666667,-0.02304,0.032,0.01334,0.011308,0.004644,0.017672,0.0297933333
19.68,0.032,0.0005306667,0.014312,-0.0032426667,-0.0032426667,0.001096,0.0003226667,-0.001168,0.0031493333,-0.002552,0.032,-0.0335666667,-0.02078,0.0156933333,-0.0350466667,-0.0153133333,-0.0226066667,-0.02314,0.032,0.013296,0.011288,0.004736,0.017788,0.0297133333
19.7,0.0312,0.0005786667,0.014168,-0.0032826667,-0.0032826667,0.001,0.0003146667,-0.000976,0.0030213333,-0.002584,0.032,-0.0335466667,-0.02074,0.0157133333,-0.0350466667,-0.0153333333,-0.0226666667,-0.02322,0.032,0.01326,0.011284,0.004836,0.017856,0.0296533333
19.72,0.032,0.0006106667,0.01412,-0.0033786667,-0.0033786667,0.00076,0.0001946667,-0.000912,0.0029893333,-0.002592,0.032,-0.0335866667,-0.02068,0.0157133333,-0.0350266667,-0.0153333333,-0.0226466667,-0.02322,0.032,0.013284,0.011248,0.00496,0.017904,0.0295733333
19.74,0.032,0.0007546667,0.014,-0.0034186667,-0.0034186667,0.000784,0.0002986667,-0.000912,0.0028613333,-0.002616,0.0312,-0.0335866667,-0.02066,0.0157133333,-0.0350666667,-0.0153533333,-0.0226466667,-0.02326,0.0312,0.0132,0.011196,0.005068,0.018004,0.0295333333
19.76,0.032,0.0008986667,0.013992,-0.0033626667,-0.0033626667,0.00076,0.0001466667,-0.000976,0.0028533333,-0.00264,0.032,-0.0336066667,-0.02064,0.0157333333,-0.0350866667,-0.0153533333,-0.0226666667,-0.02334,0.032,0.013192,0.0112,0.005212,0.018068,0.0294133333
19.78,0.032,0.0008586667,0.0138,-0.0032186667,-0.0032186667,0.000808,0.0002186667,-0.001112,0.0028533333,-0.00264,0.0328,-0.0336066667,-0.02062,0.0157333333,-0.0351066667,-0.0153733333,-0.0226666667,-0.02338,0.032,0.013092,0.01118,0.005332,0.018152,0.0293533333
19.8,0.032,0.0008346667,0.013832,-0.0030346667,-0.0030346667,0.0008,0.0002186667,-0.001064,0.0028693333,-0.0026,0.032,-0.0336466667,-0.02058,0.0157133333,-0.0351066667,-0.0153733333,-0.0227066667,-0.02344,0.032,0.013084,0.01114,0.005448,0.018244,0.0293133333
19.82,0.032,0.0009146667,0.013736,-0.0031546667,-0.0031546667,0.000744,0.0002666667,-0.000928,0.0028613333,-0.00276,0.032,-0.0336666667,-0.02056,0.0157733333,-0.0350866667,-0.0154133333,-0.0227266667,-0.02344,0.032,0.013136,0.011112,0.005548,0.018312,0.0292333333
19.84,0.032,0.0007546667,0.013632,-0.0032346667,-0.0032346667,0.000704,0.0001306667,-0.000952,0.0030133333,-0.002728,0.0312,-0.0337266667,-0.02056,0.0157933333,-0.0351266667,-0.0154333333,-0.0227266667,-0.0235,0.0312,0.013148,0.011124,0.005676,0.018388,0.0291533333
19.86,0.0312,0.0006746667,0.013704,-0.0031546667,-0.0031546667,0.000704,9.06666666667E-005,-0.000792,0.0029253333,-0.00268,0.0312,-0.0338066667,-0.0205,0.0157933333,-0.0351466667,-0.0154533333,-0.0227266667,-0.02354,0.032,0.01312,0.011092,0.005756,0.018492,0.0290733333
19.88,0.032,0.0005146667,0.0136,-0.0032586667,-0.0032586667,0.000504,0.0001306667,-0.000744,0.0029413333,-0.002872,0.0312,-0.0338666667,-0.02044,0.0157933333,-0.0351666667,-0.0154733333,-0.0227266667,-0.0236,0.032,0.01312,0.0111,0.005856,0.018476,0.0289733333
19.9,0.0328,0.0005946667,0.013496,-0.0034586667,-0.0034586667,0.000424,0.0001146667,-0.000736,0.0029333333,-0.00284,0.032,-0.0338266667,-0.02042,0.0157933333,-0.0351666667,-0.0154933333,-0.0227266667,-0.02364,0.032,0.013108,0.0111,0.00594,0.018516,0.0288733333
19.92,0.032,0.0005866667,0.013536,-0.0033306667,-0.0033306667,0.000336,0.0001226667,-0.00076,0.0028373333,-0.002824,0.032,-0.0338666667,-0.02042,0.0158133333,-0.0351666667,-0.0155133333,-0.0227866667,-0.0237,0.032,0.012992,0.01108,0.006008,0.018592,0.0287933333
19.94,0.032,0.0006666667,0.013448,-0.0032106667,-0.0032106667,0.000296,0.0001466667,-0.000776,0.0029013333,-0.002952,0.0312,-0.0339066667,-0.02042,0.0158133333,-0.0351666667,-0.0155133333,-0.0227666667,-0.02376,0.0328,0.012968,0.01104,0.006108,0.018608,0.0286933333
19.96,0.032,0.0005626667,0.013352,-0.0031466667,-0.0031466667,0.00028,7.46666666667E-005,-0.000776,0.0029173333,-0.00292,0.032,-0.0339266667,-0.02036,0.0158333333,-0.0352266667,-0.0155333333,-0.0227466667,-0.02376,0.0312,0.0129,0.011008,0.006192,0.01864,0.0286333333
19.98,0.032,0.0005706667,0.013296,-0.0030586667,-0.0030586667,0.000312,2.66666666667E-005,-0.000896,0.0028613333,-0.00288,0.0312,-0.0339466667,-0.02038,0.0158133333,-0.0352466667,-0.0155333333,-0.0227666667,-0.0238,0.0312,0.012884,0.010992,0.006284,0.018696,0.0285533333
20,0.032,0.0006506667,0.013288,-0.0029626667,-0.0029626667,0.000272,2.66666666667E-005,-0.000888,0.0027093333,-0.00296,0.0312,-0.0339666667,-0.02038,0.0158133333,-0.0352466667,-0.0155733333,-0.0228066667,-0.02382,0.0312,0.012848,0.01096,0.006372,0.018728,0.0284733333
20.02,0.0328,0.0006186667,0.013248,-0.0028746667,-0.0028746667,0.000248,2.66666666665E-006,-0.000944,0.0027413333,-0.002936,0.0328,-0.0340066667,-0.02032,0.0158333333,-0.0352666667,-0.0155933333,-0.0228266667,-0.02386,0.032,0.012764,0.010928,0.006448,0.018772,0.0283933333
20.04,0.032,0.0004826667,0.013248,-0.0029066667,-0.0029066667,0.00012,4.26666666667E-005,-0.001064,0.0028293333,-0.002992,0.032,-0.0340466667,-0.0203,0.0158133333,-0.0352866667,-0.0155733333,-0.0228866667,-0.02392,0.032,0.012712,0.010864,0.006516,0.018784,0.0283333333
20.06,0.032,0.0004026667,0.013224,-0.0028746667,-0.0028746667,0.000144,0.0001066667,-0.001008,0.0027973333,-0.002968,0.032,-0.0340866667,-0.02028,0.0158533333,-0.0353266667,-0.0156133333,-0.0228866667,-0.024,0.032,0.012696,0.010836,0.006632,0.018808,0.0282533333
20.08,0.032,0.0001866667,0.012968,-0.0028586667,-0.0028586667,0.000096,2.66666666665E-006,-0.001032,0.0026853333,-0.002904,0.032,-0.0341066667,-0.02026,0.0158333333,-0.0353666667,-0.0156133333,-0.0229066667,-0.02404,0.0312,0.01262,0.010804,0.006764,0.018852,0.0281933333
20.1,0.0312,0.0001066667,0.013024,-0.0027386667,-0.0027386667,0.0002,9.06666666667E-005,-0.00108,0.0026613333,-0.002952,0.0312,-0.0340866667,-0.0202,0.0158133333,-0.0353866667,-0.0156333333,-0.0229266667,-0.0241,0.032,0.012564,0.010788,0.006904,0.018872,0.0280733333
20.12,0.032,-5.33333333333E-006,0.012976,-0.0027146667,-0.0027146667,0.000056,-2.93333333333E-005,-0.00116,0.0026693333,-0.002928,0.032,-0.0340466667,-0.0202,0.0157933333,-0.0354266667,-0.0156533333,-0.0229666667,-0.0241,0.032,0.012516,0.010788,0.007012,0.018872,0.0280133333
20.14,0.032,-9.33333333333E-005,0.01284,-0.0027066667,-0.0027066667,-0.000056,-0.0001813333,-0.001056,0.0026693333,-0.00284,0.0328,-0.0341266667,-0.02018,0.0157733333,-0.0354266667,-0.0156533333,-0.0229866667,-0.0242,0.032,0.012492,0.01076,0.007148,0.018872,0.0279333333
20.16,0.032,-0.0001413333,0.012928,-0.0028186667,-0.0028186667,-0.000056,-0.0001973333,-0.001072,0.0025253333,-0.002784,0.032,-0.0341866667,-0.02014,0.0157533333,-0.0354666667,-0.0156333333,-0.0230266667,-0.02426,0.0328,0.012492,0.010764,0.00726,0.0189,0.0278533333
20.18,0.0312,-8.53333333333E-005,0.01292,-0.0027146667,-0.0027146667,-0.000264,-0.0001893333,-0.001024,0.0023653333,-0.002688,0.032,-0.0341866667,-0.0201,0.0157133333,-0.0354866667,-0.0156533333,-0.0230666667,-0.02428,0.032,0.012396,0.010748,0.007464,0.018892,0.0277733333
20.2,0.0312,-0.0001173333,0.012952,-0.0027706667,-0.0027706667,-0.000296,-0.0002773333,-0.00108,0.0022933333,-0.002712,0.0312,-0.0342466667,-0.02008,0.0156933333,-0.0354866667,-0.0156533333,-0.0230866667,-0.02432,0.0312,0.012372,0.010716,0.007572,0.018904,0.0277133333
20.22,0.032,-0.0001733333,0.012984,-0.0026666667,-0.0026666667,-0.000448,-0.0004613333,-0.001008,0.0022773333,-0.002808,0.032,-0.0342666667,-0.02004,0.0156733333,-0.0355066667,-0.0156733333,-0.0231266667,-0.0243,0.0312,0.012336,0.010672,0.007648,0.018912,0.0276533333
20.24,0.032,-0.0002773333,0.012912,-0.0027546667,-0.0027546667,-0.000472,-0.0005493333,-0.000904,0.0022773333,-0.002928,0.032,-0.0343066667,-0.02,0.0156333333,-0.0355066667,-0.0156933333,-0.0231266667,-0.02438,0.032,0.012328,0.010636,0.007756,0.018924,0.0275533333
20.26,0.032,-0.0003653333,0.012768,-0.0028026667,-0.0028026667,-0.000424,-0.0006373333,-0.00088,0.0022213333,-0.003,0.032,-0.0342666667,-0.01994,0.0155733333,-0.0355466667,-0.0156533333,-0.0231266667,-0.02444,0.032,0.012272,0.010612,0.007876,0.018928,0.0274933333
20.28,0.032,-0.0005573333,0.0126,-0.0028426667,-0.0028426667,-0.000504,-0.0007333333,-0.001024,0.0020933333,-0.003176,0.032,-0.0343466667,-0.0199,0.0155133333,-0.0355466667,-0.0156533333,-0.0231666667,-0.0245,0.032,0.01228,0.010604,0.007996,0.018944,0.0274333333
20.3,0.032,-0.0005733333,0.012648,-0.0026906667,-0.0026906667,-0.0006,-0.0007493333,-0.001152,0.0020133333,-0.00308,0.032,-0.0343466667,-0.01986,0.0154933333,-0.0356066667,-0.0156733333,-0.0231866667,-0.02454,0.032,0.012252,0.010584,0.008092,0.01898,0.0273533333
20.32,0.0312,-0.0006373333,0.012592,-0.0027386667,-0.0027386667,-0.00056,-0.0006933333,-0.001128,0.0021413333,-0.003032,0.032,-0.0344466667,-0.01986,0.0154933333,-0.0356066667,-0.0156733333,-0.0231866667,-0.02456,0.032,0.012212,0.010548,0.008212,0.018968,0.0272333333
20.34,0.0312,-0.0006773333,0.012616,-0.0027546667,-0.0027546667,-0.000656,-0.0008133333,-0.001168,0.0020053333,-0.003184,0.0312,-0.0344466667,-0.01982,0.0154533333,-0.0355866667,-0.0156733333,-0.0232266667,-0.0246,0.0312,0.012124,0.01052,0.008316,0.019004,0.0271333333
20.36,0.032,-0.0005973333,0.01256,-0.0028506667,-0.0028506667,-0.0006,-0.0007733333,-0.001096,0.0020853333,-0.003224,0.032,-0.0345066667,-0.01982,0.0154133333,-0.0356066667,-0.0156733333,-0.0232466667,-0.02466,0.0312,0.01206,0.010504,0.008388,0.019012,0.0270533333
