time(s),trig_fname18,10,11,12,13,14,15,16,17,18,trig_fname29,0.5 5.8_fname20,1.5 5.8_fname21,off off_fname22,0.5 30_fname25,0.5 55_fname27,0.5 15_fname28,0.5 off_fname29,trig_fname34,1_lpm_fname30,1.5_lpm_fname31,0.5_lpm_fname32,2_lpm_fname33,0lpm_fname34
33.44,-0.1408,-0.1009013333,-0.052944,-0.0416106667,-0.0416106667,-0.078072,-0.0091653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.03386,0.0115133333,-0.0351066667,-0.0971533333,-0.2177066667,-0.1746,0.0312,0.004044,-0.02926,0.003644,0.005316,0.0232933333
33.46,-0.1408,-0.1009013333,-0.053528,-0.0423226667,-0.0423226667,-0.078072,-0.0099253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.03616,0.0115533333,-0.0351066667,-0.0971533333,-0.2177066667,-0.1765,0.0312,0.00406,-0.02926,0.00362,0.005296,0.0232733333
33.48,-0.1408,-0.1009013333,-0.054232,-0.0430986667,-0.0430986667,-0.078072,-0.0107653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.03846,0.0115733333,-0.0350866667,-0.0971533333,-0.2177066667,-0.1784,0.0328,0.004048,-0.02926,0.003628,0.005296,0.0232533333
33.5,-0.1408,-0.1009013333,-0.054872,-0.0437146667,-0.0437146667,-0.078072,-0.0114453333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.04074,0.0116333333,-0.0350866667,-0.0971533333,-0.2177066667,-0.18034,0.032,0.004048,-0.02926,0.003636,0.00528,0.0232333333
33.52,-0.1408,-0.1009013333,-0.055504,-0.0444026667,-0.0444026667,-0.078072,-0.0122773333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.04306,0.0116933333,-0.0368066667,-0.0971533333,-0.2177066667,-0.18224,0.032,0.004044,-0.02926,0.003648,0.005272,0.0231933333
33.54,-0.1408,-0.1009013333,-0.056184,-0.0450986667,-0.0450986667,-0.078072,-0.0130453333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.04538,0.0117733333,-0.0384866667,-0.0971533333,-0.2177066667,-0.18416,0.0312,0.004032,-0.02926,0.00362,0.005252,0.0231733333
33.56,-0.1408,-0.1009013333,-0.056768,-0.0458266667,-0.0458266667,-0.078072,-0.0138533333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.04768,0.0118533333,-0.0401866667,-0.0971533333,-0.2177066667,-0.18608,0.0312,0.004044,-0.02926,0.003604,0.005228,0.0231133333
33.58,-0.1408,-0.1009013333,-0.057488,-0.0465706667,-0.0465706667,-0.078072,-0.0146773333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.05,0.0119133333,-0.0418866667,-0.0971533333,-0.2177066667,-0.18796,0.032,0.004032,-0.02926,0.003608,0.005208,0.0230733333
33.6,-0.1408,-0.1009013333,-0.058208,-0.0473546667,-0.0473546667,-0.078072,-0.0153813333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.05232,0.0119733333,-0.0435866667,-0.0971533333,-0.2177066667,-0.18988,0.032,0.004012,-0.02926,0.003592,0.005192,0.0230133333
33.62,-0.1408,-0.1009013333,-0.058888,-0.0481066667,-0.0481066667,-0.078072,-0.0160693333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.05466,0.0120133333,-0.0452866667,-0.0971533333,-0.2177066667,-0.19176,0.0336,0.004024,-0.02926,0.00358,0.005204,0.0229533333
33.64,-0.1408,-0.1009013333,-0.059456,-0.0488906667,-0.0488906667,-0.078072,-0.0168053333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.057,0.0120733333,-0.0470066667,-0.0971533333,-0.2177066667,-0.1937,0.032,0.004012,-0.02926,0.003576,0.00518,0.0229533333
33.66,-0.1408,-0.1009013333,-0.060176,-0.0495386667,-0.0495386667,-0.078072,-0.0176453333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.05934,0.0121133333,-0.0487266667,-0.0971533333,-0.2177066667,-0.19562,0.032,0.00404,-0.02926,0.003548,0.005168,0.0228933333
33.68,-0.1408,-0.1009013333,-0.060816,-0.0502346667,-0.0502346667,-0.078072,-0.0184853333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.06168,0.0121533333,-0.0504266667,-0.0971533333,-0.2177066667,-0.19754,0.0312,0.004024,-0.02926,0.00356,0.005176,0.0228133333
33.7,-0.1408,-0.1009013333,-0.061448,-0.0509706667,-0.0509706667,-0.078072,-0.0192213333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.06402,0.0121933333,-0.0521466667,-0.0971533333,-0.2177066667,-0.19946,0.0312,0.004016,-0.02926,0.003576,0.00516,0.0227933333
33.72,-0.1408,-0.1009013333,-0.061448,-0.0515866667,-0.0515866667,-0.078072,-0.0200853333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.06636,0.0122133333,-0.0538466667,-0.0971533333,-0.2177066667,-0.20138,0.032,0.004,-0.02926,0.00358,0.005136,0.0227533333
33.74,-0.1408,-0.1009013333,-0.061448,-0.0522506667,-0.0522506667,-0.078072,-0.0208693333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.0687,0.0122533333,-0.0555466667,-0.0971533333,-0.2177066667,-0.2033,0.032,0.00398,-0.02926,0.003588,0.005116,0.0226733333
33.76,-0.1408,-0.1009013333,-0.061448,-0.0530186667,-0.0530186667,-0.078072,-0.0217413333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.0711,0.0122933333,-0.0572466667,-0.0971533333,-0.2177066667,-0.20522,0.032,0.003976,-0.02926,0.003592,0.00512,0.0226333333
33.78,-0.1408,-0.1009013333,-0.061448,-0.0536426667,-0.0536426667,-0.078072,-0.0224693333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.07348,0.0123133333,-0.0589466667,-0.0971533333,-0.2177066667,-0.20716,0.0312,0.003964,-0.02926,0.00358,0.005104,0.0226133333
33.8,-0.1408,-0.1009013333,-0.061448,-0.0544026667,-0.0544026667,-0.078072,-0.0231333333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.07586,0.0123333333,-0.0606466667,-0.0971533333,-0.2177066667,-0.20908,0.0312,0.003972,-0.02926,0.003588,0.005096,0.0225933333
33.82,-0.1408,-0.1009013333,-0.061448,-0.0551626667,-0.0551626667,-0.078072,-0.0240133333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.07826,0.0123533333,-0.0623466667,-0.0971533333,-0.2177066667,-0.211,0.0312,0.003992,-0.02926,0.003588,0.005088,0.0225133333
33.84,-0.1408,-0.1009013333,-0.061448,-0.0558426667,-0.0558426667,-0.078072,-0.0248693333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.08064,0.0123933333,-0.0640466667,-0.0971533333,-0.2177066667,-0.21292,0.032,0.003992,-0.02926,0.003596,0.005072,0.0224733333
33.86,-0.1408,-0.1009013333,-0.061448,-0.0564586667,-0.0564586667,-0.078072,-0.0256693333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.08304,0.0123933333,-0.0657666667,-0.0971533333,-0.2177066667,-0.21484,0.032,0.00398,-0.02926,0.003592,0.005064,0.0224133333
33.88,-0.1408,-0.1009013333,-0.061448,-0.0572106667,-0.0572106667,-0.078072,-0.0264293333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.08542,0.0124133333,-0.0674666667,-0.0971533333,-0.2177066667,-0.21672,0.0328,0.003964,-0.02926,0.003604,0.005064,0.0223933333
33.9,-0.1408,-0.1009013333,-0.061448,-0.0579706667,-0.0579706667,-0.078072,-0.0271013333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.08784,0.0124533333,-0.0691666667,-0.0971533333,-0.2177066667,-0.21866,0.032,0.003956,-0.02926,0.003592,0.00502,0.0223533333
33.92,-0.1408,-0.1009013333,-0.061448,-0.0587066667,-0.0587066667,-0.078072,-0.0277973333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.09026,0.0125133333,-0.0708666667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003964,-0.02926,0.00358,0.005008,0.0222933333
33.94,-0.1408,-0.1009013333,-0.061448,-0.0594026667,-0.0594026667,-0.078072,-0.0285173333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.0927,0.0125733333,-0.0725666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003932,-0.02926,0.003556,0.004996,0.0222333333
33.96,-0.1408,-0.1009013333,-0.061448,-0.0601226667,-0.0601226667,-0.078072,-0.0293733333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.09512,0.0126333333,-0.0742866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003932,-0.02926,0.003552,0.004976,0.0221933333
33.98,-0.1408,-0.1009013333,-0.061448,-0.0607226667,-0.0607226667,-0.078072,-0.0301493333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.09754,0.0126533333,-0.0760066667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003952,-0.02926,0.003556,0.004972,0.0221933333
34,-0.1408,-0.1009013333,-0.061448,-0.0612986667,-0.0612986667,-0.078072,-0.0308933333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.09998,0.0126533333,-0.0777266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003956,-0.02926,0.003552,0.004952,0.0221533333
34.02,-0.1408,-0.1009013333,-0.061448,-0.0620266667,-0.0620266667,-0.078072,-0.0317013333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1024,0.0126933333,-0.0794266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003976,-0.02926,0.00354,0.00494,0.0221733333
34.04,-0.1408,-0.1009013333,-0.061448,-0.0626746667,-0.0626746667,-0.078072,-0.0325413333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.10482,0.0127333333,-0.0811266667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003956,-0.02926,0.00352,0.004932,0.0221733333
34.06,-0.1408,-0.1009013333,-0.061448,-0.0633146667,-0.0633146667,-0.078072,-0.0334133333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.10726,0.0127733333,-0.0828266667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.00396,-0.02926,0.003508,0.004908,0.0221533333
34.08,-0.1408,-0.1009013333,-0.061448,-0.0640346667,-0.0640346667,-0.078072,-0.0341333333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.10972,0.0128333333,-0.0845466667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003944,-0.02926,0.0035,0.0049,0.0221733333
34.1,-0.1408,-0.1009013333,-0.061448,-0.0647306667,-0.0647306667,-0.078072,-0.0349653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.11216,0.0128733333,-0.0862266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003928,-0.02926,0.003496,0.004888,0.0221733333
34.12,-0.1408,-0.1009013333,-0.061448,-0.0654266667,-0.0654266667,-0.078072,-0.0356613333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.11462,0.0129133333,-0.0879266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003908,-0.02926,0.003484,0.004872,0.0221933333
34.14,-0.1408,-0.1009013333,-0.061448,-0.0659866667,-0.0659866667,-0.078072,-0.0364933333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.11708,0.0129333333,-0.0896266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003904,-0.02926,0.0035,0.004856,0.0221733333
34.16,-0.1408,-0.1009013333,-0.061448,-0.0666906667,-0.0666906667,-0.078072,-0.0372453333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.11954,0.0129733333,-0.0913266667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003912,-0.02926,0.00348,0.004832,0.0221933333
34.18,-0.1408,-0.1009013333,-0.061448,-0.0673866667,-0.0673866667,-0.078072,-0.0379653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.122,0.0130133333,-0.0930466667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003892,-0.02926,0.00346,0.004808,0.0222133333
34.2,-0.1408,-0.1009013333,-0.061448,-0.0680746667,-0.0680746667,-0.078072,-0.0386613333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.12446,0.0130533333,-0.0947466667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.0039,-0.02926,0.003456,0.004784,0.0222333333
34.22,-0.1408,-0.1009013333,-0.061448,-0.0686826667,-0.0686826667,-0.078072,-0.0395493333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.12694,0.0130733333,-0.0964266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003912,-0.02926,0.003452,0.004776,0.0222533333
34.24,-0.1408,-0.1009013333,-0.061448,-0.0694426667,-0.0694426667,-0.078072,-0.0403413333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.12942,0.0131133333,-0.0981266667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003928,-0.02926,0.003436,0.004776,0.0222733333
34.26,-0.1408,-0.1009013333,-0.061448,-0.0701706667,-0.0701706667,-0.078072,-0.0411573333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1319,0.0131733333,-0.0998266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003936,-0.02926,0.003396,0.004772,0.0222933333
34.28,-0.1408,-0.1009013333,-0.061448,-0.0709066667,-0.0709066667,-0.078072,-0.0418533333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.13438,0.0131933333,-0.1015266667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003928,-0.02926,0.003384,0.004748,0.0223133333
34.3,-0.1408,-0.1009013333,-0.061448,-0.0714666667,-0.0714666667,-0.078072,-0.0425253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.13688,0.0132333333,-0.1032266667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003936,-0.02926,0.003376,0.004752,0.0223333333
34.32,-0.1408,-0.1009013333,-0.061448,-0.0721626667,-0.0721626667,-0.078072,-0.0433173333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.13936,0.0132333333,-0.1049466667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003912,-0.02926,0.003376,0.00474,0.0223533333
34.34,-0.1408,-0.1009013333,-0.061448,-0.0727466667,-0.0727466667,-0.078072,-0.0440533333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.14186,0.0132533333,-0.1066666667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003916,-0.02926,0.003376,0.004736,0.0224133333
34.36,-0.1408,-0.1009013333,-0.061448,-0.0733386667,-0.0733386667,-0.078072,-0.0448533333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.14436,0.0132733333,-0.1083666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003892,-0.02926,0.003372,0.004728,0.0224533333
34.38,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0456933333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.14688,0.0132533333,-0.1100666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.0039,-0.02926,0.003368,0.00474,0.0224733333
34.4,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0464773333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.14938,0.0132733333,-0.1117866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003904,-0.02926,0.003372,0.004736,0.0225133333
34.42,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0473253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.15188,0.0132933333,-0.1134866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.0039,-0.02926,0.003368,0.004724,0.0225333333
34.44,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0481733333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.15438,0.0133533333,-0.1151866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003896,-0.02926,0.003368,0.004728,0.0225733333
34.46,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0490293333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1569,0.0133733333,-0.1168866667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003872,-0.02926,0.00336,0.004728,0.0225933333
34.48,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0499253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.15942,0.0134333333,-0.1185866667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003888,-0.02926,0.003344,0.004732,0.0226133333
34.5,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0506293333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.16194,0.0134933333,-0.1202866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00388,-0.02926,0.003316,0.004712,0.0226533333
34.52,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0513333333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.16446,0.0135133333,-0.1219866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003884,-0.02926,0.003296,0.004708,0.0227133333
34.54,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0520773333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.16698,0.0135133333,-0.1237066667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003876,-0.02926,0.003292,0.004672,0.0227333333
34.56,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0529093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.16952,0.0135133333,-0.1253866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00388,-0.02926,0.003272,0.004648,0.0227733333
34.58,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0537573333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.17206,0.0135533333,-0.1270866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003888,-0.02926,0.003276,0.004624,0.0227933333
34.6,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0544773333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1746,0.0135533333,-0.1287866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00388,-0.02926,0.003256,0.00462,0.0228333333
34.62,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0553653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.17714,0.0135733333,-0.1304666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003888,-0.02926,0.003252,0.004636,0.0228933333
34.64,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0561253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.17966,0.0136133333,-0.1321866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.00388,-0.02926,0.003228,0.004616,0.0229533333
34.66,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0568533333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1822,0.0136333333,-0.1339066667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003872,-0.02926,0.003204,0.004636,0.0229933333
34.68,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0575253333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.18474,0.0136533333,-0.1355866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003876,-0.02926,0.003196,0.004648,0.0230733333
34.7,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0582453333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.18728,0.0136733333,-0.1372866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003876,-0.02926,0.003192,0.004624,0.0231533333
34.72,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0589893333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.18984,0.0137333333,-0.1389866667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.00388,-0.02926,0.003164,0.004608,0.0232333333
34.74,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0598613333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.1924,0.0137533333,-0.1406866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003896,-0.02926,0.00316,0.004588,0.0232733333
34.76,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0607093333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.19496,0.0137933333,-0.1423866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.0039,-0.02926,0.003156,0.004596,0.0233533333
34.78,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0614053333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.19752,0.0138133333,-0.1440866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003896,-0.02926,0.003176,0.0046,0.0234333333
34.8,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0622133333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.2001,0.0138533333,-0.1457866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003884,-0.02926,0.00318,0.004588,0.0235133333
34.82,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0630213333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0138733333,-0.1474866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003868,-0.02926,0.003168,0.004584,0.0236133333
34.84,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0637413333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0138933333,-0.1491866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003852,-0.02926,0.00316,0.004576,0.0236333333
34.86,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0645653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0139333333,-0.1508666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003844,-0.02926,0.003156,0.00454,0.0236933333
34.88,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0654613333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0139533333,-0.1525666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00384,-0.02926,0.003156,0.004532,0.0237333333
34.9,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0662293333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0139733333,-0.1542666667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003812,-0.02926,0.003164,0.004532,0.0238133333
34.92,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0669653333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0139933333,-0.1559866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.0038,-0.02926,0.003152,0.00454,0.0238533333
34.94,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0678213333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140333333,-0.1576866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00378,-0.02926,0.003152,0.004528,0.0239133333
34.96,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0685173333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140733333,-0.1593866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003784,-0.02926,0.003144,0.004536,0.0240133333
34.98,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0693173333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140933333,-0.1610866667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003788,-0.02926,0.003152,0.004536,0.0240733333
35,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0701413333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140933333,-0.1627866667,-0.0971533333,-0.2177066667,-0.22058,0.0328,0.003788,-0.02926,0.00314,0.004508,0.0241333333
35.02,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0709013333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0141133333,-0.1644866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003772,-0.02926,0.003148,0.004484,0.0241933333
35.04,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0715813333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140933333,-0.1661866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003772,-0.02926,0.003156,0.00448,0.0242733333
35.06,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0724053333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140933333,-0.1678866667,-0.0971533333,-0.2177066667,-0.22058,0.0312,0.003764,-0.02926,0.003144,0.004484,0.0243533333
35.08,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0731973333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0140933333,-0.1695866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.003764,-0.02926,0.003144,0.004488,0.0244333333
35.1,-0.1408,-0.1009013333,-0.061448,-0.0740986667,-0.0740986667,-0.078072,-0.0740373333,-0.089304,-0.0880986667,-0.06736,-0.1088,-0.1552466667,-0.20268,0.0141133333,-0.1712866667,-0.0971533333,-0.2177066667,-0.22058,0.032,0.00376,-0.02926,0.003136,0.004484,0.0245133333
